ID,RA,DEC,F115W_CIRC1,F115W_CIRC4,F444W_CIRC1,F444W_CIRC4,log_Mstar,z_best,phys_id,color_gradient,compactness
131253,53.18158152045664,-27.77327320592849,2.725236,3.867712,5.112388,5.055818,7.021860248699495,8.33,131253,0.39220598,1.0111891
131635,53.140914113494546,-27.772795028189844,3.1147301,6.72874,16.394083,19.218,7.4783545364300545,8.55,131635,0.6637306,0.85305876
131904,53.14846961340334,-27.77252636143793,3.332459,2.4235678,3.309736,5.7457094,7.416576182153996,8.51,131904,-0.9446499,0.5760361
132619,53.2035308591895,-27.771769449537906,1.5911788,3.0484605,5.8714943,15.870301,7.728216841367928,9.02,132619,-0.3736873,0.3699674
132769,53.175577676084814,-27.77167841449004,0.6617497,1.9067354,3.4859698,4.6529145,7.21727677437543,9.14,132769,0.83548796,0.74920136
134033,53.211436045311,-27.770443839766685,7.2088056,9.396573,14.405385,21.118519,7.984703051599327,8.91,134033,-0.1275811,0.682121
136798,53.15210791418979,-27.768025828104236,3.6798806,13.177409,3.1063442,7.1018105,7.555937837146235,8.31,136798,0.48719195,0.43740174
137744,53.15677581700458,-27.767058459393045,3.1102896,4.9490566,7.5304146,20.933163,7.819829449051207,9.06,137744,-0.60573596,0.3597361
138200,53.17291650059556,-27.76655865933775,2.3451605,0.47274217,3.3409898,2.3973575,6.999422490511949,8.21,138200,-1.3785146,1.3936136
140057,53.200322271278395,-27.764117245900625,31.909136,33.557915,171.22876,148.78535,8.158672614440523,20.14,140057,0.20724103,1.1508442
141084,53.15784003810999,-27.76271155646387,2.1623452,1.6865139,4.7732162,6.262584,7.270955684151449,9.06,141084,-0.5646939,0.76218
141749,53.2015137061646,-27.76182196860664,0.42028108,2.898272,5.578455,11.96124,7.131813370404053,10.6,141749,1.2683426,0.46637765
142087,53.2057492816937,-27.761298620053594,3.2222424,1.9163939,8.970666,12.173972,7.580399008935839,8.74,142087,-0.89570254,0.73687255
142364,53.15539282733057,-27.760919952803885,2.766404,3.9852295,6.3451524,10.304683,7.599751823682459,9.0,142364,-0.13013703,0.61575425
143812,53.1858289846627,-27.75887470408315,3.591976,3.4757829,6.765222,9.547766,7.448981291654459,8.39,143812,-0.4097512,0.708566
143884,53.16110735603814,-27.75876986874583,1.4992424,2.4357982,3.0085063,3.77372,7.1097376850112095,8.38,143884,0.28087676,0.7972256
144913,53.18323240348263,-27.757273358969147,1.6043987,0.5114619,5.298741,6.537653,7.476573308189271,9.1,144913,-1.4693704,0.8104959
145133,53.15105703461451,-27.756980819277576,4.7356486,5.9083476,5.666339,5.5476046,7.448229690318819,8.59,145133,0.26320907,1.0214028
145605,53.21332814373186,-27.75631927447918,15.862999,20.591503,32.81529,35.816635,8.135079400279984,8.22,145605,0.18823555,0.9162024
147137,53.16231207835759,-27.754229116456262,2.0903156,3.6840754,4.2543554,5.184414,7.433763378902898,8.64,147137,0.4006269,0.8206049
149086,53.16716633510474,-27.75151759515755,3.0894392,4.2906423,7.2613745,10.765879,7.30122430698697,8.65,149086,-0.07097002,0.67448044
152456,53.168787302891886,-27.74417868801249,2.310615,4.731629,3.2170978,2.1293507,7.268861840862252,8.39,152456,1.2262504,1.5108352
153971,53.178612480546995,-27.740421980375817,2.5771658,5.072838,16.153454,22.964573,7.740090996466613,8.46,153971,0.35328913,0.7034075
155693,53.17156723745344,-27.734814984249425,0.34833017,2.4535513,5.270627,7.5038633,6.8039242543618235,8.89,155693,1.7359536,0.70238847
155902,53.16315784724847,-27.733878724151317,6.3394656,10.336102,12.920246,14.402825,7.665869211912495,8.63,155902,0.41281813,0.8970633
155928,53.16528127441505,-27.733787989999552,2.1502404,2.3742666,5.530319,4.7161875,7.378533654225025,8.85,155928,0.280504,1.172625
156307,53.17270803303519,-27.732155990710474,3.2308006,4.3942246,6.2813954,5.237668,7.264261977631888,8.61,156307,0.53122556,1.1992733
156705,53.16310534952663,-27.72928227681303,2.2448168,3.7615192,5.375191,2.770666,7.108723367447286,8.44,156705,1.2799804,1.9400358
165562,53.0599910740108,-27.8851443827455,3.282213,3.624946,5.8829474,7.103547,7.735950556558355,8.93,165562,-0.096863866,0.8281704
165595,53.05830155253322,-27.884855011873615,8.176944,12.904987,64.02786,89.247734,8.29101211650174,8.88,165595,0.13484599,0.71741724
167961,53.05147984445429,-27.880153338264897,0.7535637,1.7072278,3.390318,6.288984,7.293808493576652,8.9,167961,0.21707861,0.53908837
168445,53.0991602471823,-27.879426345525207,3.2605987,4.4286027,7.9963846,17.553953,7.818281246026472,8.79,168445,-0.5212797,0.45553184
172510,53.03138892609625,-27.87219595825281,0.68445265,2.453036,3.4671538,7.8273726,7.221459726913135,10.95,172510,0.5017941,0.44295245
174601,53.0822320167852,-27.86810882221155,6.9234834,8.811734,14.489416,15.597948,7.742815184067699,8.52,174601,0.18180037,0.92893094
174693,53.060575021432335,-27.86794741582401,8.574956,16.84064,25.16328,41.90686,8.142674792181818,8.66,174693,0.17902197,0.6004573
175051,53.08317403165102,-27.865709167465216,0.042997614,0.34293258,5.37486,9.677681,6.202218935840203,12.5,175051,1.6159005,0.55538714
175081,53.07052229573372,-27.867245108255684,21.240873,26.935266,30.2496,38.3419,8.368167798751712,8.48,175081,0.0004872185,0.78894365
175729,53.060584246637966,-27.866027545982195,16.807747,26.646542,46.023083,64.924995,8.340166672152733,8.34,175729,0.12673779,0.7088654
175837,53.06021282032547,-27.865723937870623,3.7486837,10.995347,34.83722,56.97477,8.026511725539512,8.61,175837,0.63422763,0.61144996
176748,53.067751149863184,-27.86454897888676,1.3680243,2.9772315,7.639443,9.700276,7.617086454303497,9.18,176748,0.584991,0.787549
177322,53.06035722521771,-27.863548390258483,13.435976,19.752382,36.475243,49.3516,8.10052400870855,8.28,177322,0.090118065,0.73908937
177323,53.06028973589819,-27.86353634945463,13.906946,18.876305,41.50154,46.425484,8.092129980191661,8.03,177323,0.20998251,0.8939388
178175,53.09238056278528,-27.862324263787773,6.2525225,7.9703803,22.563189,28.86155,7.944889445232233,8.71,178175,-0.0037384792,0.78177327
178721,53.028117936612006,-27.8615944706055,3.005387,6.4718814,11.510596,20.514023,7.866583240943753,10.78,178721,0.20544285,0.5611087
178722,53.028030924248995,-27.861589733293176,0.4783999,2.664053,6.6513886,12.5754385,7.411038910020565,9.85,178722,1.1728525,0.52891904
179483,53.08740785498166,-27.860400484012295,21.994402,26.751945,43.84738,55.594723,8.211429010399748,8.02,179483,-0.045116678,0.7886968
179485,53.087379713214645,-27.860315014314168,13.144941,39.43936,67.027466,134.30602,8.631443536147952,8.46,179485,0.43832147,0.49906525
180642,53.086787711425046,-27.859156202209896,12.504074,17.964317,16.658602,21.498262,7.989198458611812,8.02,180642,0.116485916,0.7748813
182375,53.09749459614649,-27.856769679079335,0.8326223,0.64913684,9.526889,11.04116,7.544348484378194,10.52,182375,-0.43043834,0.8628522
182979,53.08983766839683,-27.856160162679338,7.546327,18.809393,12.99751,21.368725,8.07621318110822,8.02,182979,0.45180178,0.6082492
183348,53.08293700303947,-27.855632717387085,1.5544161,3.8445778,29.714962,44.999836,7.595990663918251,14.67,183348,0.53261405,0.6603349
188180,53.07476729712077,-27.845421098641197,0.31835404,1.3647171,2.484163,4.7015977,7.478046151478632,9.94,188180,0.88766724,0.52836573
190413,53.08404013849562,-27.839348606975467,2.646875,2.8139856,649.31793,608.0213,7.188542425597534,17.82,190413,0.13781759,1.0679197
190996,53.13676359049288,-27.837454808373828,12.043342,14.035706,31.274963,40.423977,8.012594580601665,8.14,190996,-0.11238742,0.7736736
191095,53.15717322426737,-27.837098701005353,7.5127997,15.9879875,23.496311,46.42488,7.9976522566385615,8.02,191095,0.08060218,0.5061146
191483,53.077515508490656,-27.835752672370045,3.0844114,5.3759565,11.250639,19.28743,7.835530895362333,9.08,191483,0.017965652,0.5833146
192042,53.158612353249126,-27.834077003045543,10.634573,17.577477,26.683876,43.480614,8.292355496130671,8.69,192042,0.015474303,0.6136959
194246,53.14725929794984,-27.827362697051875,4.2040987,4.6615686,7.7353034,8.889589,7.651831391048363,9.02,194246,-0.03886293,0.87015307
194809,53.14364978309775,-27.825527857045525,4.1902833,6.4207177,16.808836,24.692013,7.70983045048976,8.05,194809,0.045803305,0.6807398
194969,53.139892277269645,-27.824201670660546,1.6890354,4.576357,5.7369905,12.04558,7.650822474060714,9.03,194969,0.2768439,0.4762735
195057,53.129122451870444,-27.825029371584407,1.899024,0.97484326,4.471968,7.7254157,6.230439522398476,17.0,195057,-1.3175471,0.5788644
195913,53.14590756102921,-27.822800809607397,6.8584905,7.075356,36.07689,50.953075,8.149285556469529,8.22,195913,-0.34105387,0.7080414
195914,53.14584530343189,-27.822739031546273,15.610751,24.827864,61.79994,115.453835,8.505404089810078,8.26,195914,-0.17476192,0.5352784
197150,53.13870399939695,-27.819012436850688,0.42373762,1.943782,4.73384,6.8968897,7.338195935095667,8.85,197150,1.245277,0.6863732
197416,53.17679584979776,-27.817755288864284,6.9998183,10.175637,14.79874,19.661278,8.070576992719158,8.72,197416,0.097719654,0.7526846
199523,53.16691116079322,-27.810404177961285,0.38451785,1.2796695,2.4995363,3.3396375,7.120046420296454,8.41,199523,0.9908536,0.7484454
203579,53.16980623079542,-27.795561210396258,2.818718,2.336798,4.221854,6.394404,7.346581298614337,8.31,203579,-0.6543182,0.660242
203945,53.14414336442697,-27.793930060540376,2.8978715,2.4457705,15.738878,13.667548,6.70946336878726,8.16,203945,-0.030950682,1.151551
207868,53.1755154838135,-27.780638736908568,0.84829944,3.0668142,29.528673,39.709026,8.181984978418331,9.45,207868,1.0737324,0.74362624
208258,53.209887457229904,-27.77927638670733,19.084282,27.538113,54.98519,78.823364,8.34567106524422,8.38,208258,0.0071227336,0.6975748
211388,53.18354466673067,-27.770159103998843,7.0910354,15.946374,48.686447,85.27552,8.290846543746367,8.52,211388,0.27134007,0.5709311
213084,53.15890780202501,-27.76507428122521,9.772502,13.886787,27.858412,37.206768,7.925563782524854,8.5,213084,0.067326054,0.7487458
213592,53.17097427527575,-27.762938591857683,3.0045063,7.0749145,6.653731,11.638487,7.777021455953017,8.62,213592,0.32279193,0.5717007
214829,53.1952309006836,-27.757515585834863,1.150407,1.8356663,8.962881,12.169921,7.417054274255316,9.14,214829,0.17525525,0.73647815
216713,53.15576771620372,-27.750951823970368,1.5377065,2.1952946,9.139709,9.611763,7.274271955151782,8.45,216713,0.3318718,0.9508879
224746,53.158585695432095,-27.854225943557,1.2522192,2.6966896,3.6396058,7.7773557,7.67978183791877,9.94,224746,0.008432399,0.46797472
225571,53.04491747858913,-27.84544615262855,0.2580607,0.16300009,25.959246,13.605343,6.655323690906686,21.99,225571,0.20262139,1.9080185
229351,53.08273109164889,-27.796799905572705,3.4262795,13.394111,120.503395,90.31204,7.189280326328759,21.99,229351,1.7933618,1.3343004
229607,53.15284956734263,-27.792987405821588,0.42038375,0.9128775,2.3957644,1.8409128,6.9567738061995295,10.9,229607,1.1279436,1.3014002
230688,53.21452327045775,-27.776802355564282,0.2213768,0.75711006,1.6773223,1.2397163,7.203661553682891,9.16,230688,1.6633028,1.3529888
232033,53.162400311204394,-27.761685551466144,0.09189934,0.1498648,2.5729263,4.977278,7.052022873067439,9.63,232033,-0.18544348,0.5169344
257580,53.11388425539889,-27.91277807635698,2.9947596,4.399176,8.9903965,12.854939,7.039258476494485,8.02,257580,0.029295582,0.6993729
257919,53.127479725177274,-27.901846625577644,1.8372121,4.211638,3.1752431,13.313359,7.278022859546622,8.85,257919,-0.6555474,0.23850052
258003,53.12015567852321,-27.899889725415083,3.007112,5.1386547,3.8000336,8.083946,6.9305047761809755,8.41,258003,-0.23784041,0.4700716
264488,53.073876385880546,-27.79678338064135,6.3451076,9.555569,29.630268,39.21229,8.015743367726852,9.28,264488,0.14032727,0.7556372
264841,53.18080150285185,-27.790662808082043,0.7866469,2.542678,3.8540313,9.421239,6.046928714699437,11.97,264841,0.30329698,0.40907905
265370,53.16449578230529,-27.78202071779873,1.2536274,1.3704213,1.2554487,6.1273327,7.005125436805893,9.16,265370,-1.6244673,0.20489319
265877,53.15908749350691,-27.773173752974696,0.792366,1.1665357,2.1787903,5.80393,7.313554141027433,9.26,265877,-0.6438363,0.37539914
274754,53.056465228154465,-27.851384106688002,1.5501554,15.821929,2.2978342,4.619768,6.8537603531895375,21.99,274754,1.7639568,0.49739167
277042,53.18975439579925,-27.783735560231527,2.9065497,8.118775,4.808721,6.782321,7.295966877551718,8.03,277042,0.7419101,0.70900816
277303,53.13463306723306,-27.775844127329552,2.6399314,12.591241,5.748492,9.90419,4.935345324016762,19.85,277303,1.105527,0.58041006
279400,53.09947861942862,-27.88034616383808,11.353568,16.790531,16.849474,27.074615,7.789721767045782,8.03,279400,-0.09010975,0.6223347
279971,53.10323856316617,-27.855978708348808,0.6972599,1.2370546,3.9742167,6.4653215,7.096313357954475,9.17,279971,0.094139054,0.61469746
282298,53.14993629990134,-27.737350751053583,1.8417537,3.6937392,1.3388363,2.2744453,6.96864120375418,8.27,282298,0.1802166,0.588643
283024,53.058341452572705,-27.88480535108454,6.5314784,8.069637,21.89453,26.49332,7.801221027481905,8.5,283024,0.022604268,0.82641697
283570,53.036492269885834,-27.866153615296877,0.569265,5.7473183,2.672314,17.779484,8.132672245837067,18.81,283570,0.45279777,0.15030323
284343,53.07478674832068,-27.844889742753562,0.59678113,1.7228396,5.8005524,8.347053,7.5728811958734,9.21,284343,0.755915,0.6949222
284476,53.14276706497384,-27.840337038273297,3.8314438,4.627313,11.419852,14.233838,7.987730890082468,9.18,284476,-0.034237813,0.8023031
284497,53.08406375691645,-27.839278357797074,0.7609046,0.8529927,27.196936,24.724741,6.436495547349185,18.22,284497,0.22750828,1.0999887
284527,53.041064044216526,-27.837738072525536,5.6486483,9.223461,1520.8873,1742.7787,8.64626589912902,11.21,284527,0.38451043,0.87267953
284537,53.13669473635084,-27.837478277904598,6.854156,6.3901043,9.574596,6.8683434,7.809862472295217,8.19,284537,0.28455603,1.3940183
284546,53.15702974560988,-27.837031332480617,8.510761,10.097083,13.673721,18.220484,7.838876629218166,8.6,284546,-0.12611422,0.7504587
284572,53.07748259902737,-27.835811211730444,2.9431996,10.03438,8.4291315,8.34595,7.656226536114583,8.8,284572,1.3424445,1.0099667
286135,53.183550134555084,-27.770078557862913,3.3993008,4.7029247,16.407154,23.428753,7.621642301107069,8.74,286135,-0.034343656,0.7002999
289869,53.13025174954069,-27.890141701486748,0.9301684,2.1856308,7.157532,19.014027,6.689075390457795,19.59,289869,-0.133239,0.37643433
289992,53.09126636466425,-27.87733951012056,0.24613906,2.4585283,2.6772838,5.3020396,6.092627395413316,18.59,289992,1.7568653,0.50495356
290287,53.05929877979657,-27.859410868632924,1.0809064,2.092439,12.43213,9.155165,6.622454507121768,20.56,290287,1.0493603,1.3579363
290327,53.03982785775404,-27.85733038492267,1.3454194,1.9084868,2.9891675,1.8195751,7.427337695156702,9.86,290327,0.9185294,1.6427833
290351,53.0749045058388,-27.856344464778896,0.7249951,1.6701403,15.951679,11.376158,5.555762321158709,21.99,290351,1.2730718,1.4022027
290902,53.16636005116525,-27.829953430034443,0.2544457,2.4290752,3.2309244,5.5513883,6.978179133715192,10.73,290902,1.8619276,0.58200294
291002,53.05775374137893,-27.82432011713369,2.0827792,4.4769382,26.95448,20.38104,6.1016781105467786,21.8,291002,1.1343561,1.3225272
291253,53.08456129456143,-27.80835746184914,1.2813785,10.1672325,3.156972,10.690641,6.420494898209695,19.0,291253,0.9244807,0.2953024
291654,53.16023067369453,-27.769787143369562,0.99938226,0.55030024,3.8449912,4.9327617,7.316193649800631,9.97,291654,-0.9183169,0.77948046
292135,53.039346800523774,-27.84312173806149,0.94786924,2.6270993,130.96541,90.585495,6.542249767896132,21.99,292135,1.507065,1.4457657
292147,53.1325099573699,-27.83871694114164,2.941418,11.396675,2.1310124,3.8799238,5.332468357693951,17.42,292147,0.8199606,0.54924077
292510,53.11394940632581,-27.867944847407404,0.87489986,0.675673,17.05933,14.308739,7.166414297562506,15.52,292510,-0.08965295,1.1922315
292607,53.05827336235305,-27.8606570232578,0.4759843,1.4259385,2.1133,3.9512908,6.538374729472453,19.0,292607,0.5118258,0.5348379
292716,53.045867178986796,-27.852586081650177,1.6328683,3.06566,1.813842,0.9680632,5.647483984776558,21.99,292716,1.3656714,1.8736815
292798,53.03893937596353,-27.84766080927843,0.6193597,0.38231826,1.1456605,2.7023106,6.537508788216318,19.0,292798,-1.455493,0.42395592
292832,53.04684892879284,-27.845836785265927,2.8754048,2.687933,28.5259,29.23431,5.9830470753226335,21.28,292832,-0.09983523,0.97576785
293192,53.087044142664965,-27.817927660184438,0.6282575,0.57846725,1.3254102,1.3709466,6.737132503766341,19.0,293192,-0.1263229,0.9667847
293200,53.09968337002606,-27.817448916644857,0.7990322,0.400724,115.10093,72.361916,7.4144576716156205,21.99,293200,-0.24537537,1.5906285
293205,53.08475147739903,-27.816918056527147,1.4578962,3.085607,5.3432546,10.330481,5.448599103908984,19.0,293205,0.09824838,0.51723194
293221,53.090732082442784,-27.81578096032272,2.3820992,10.798512,2.159826,12.82991,6.5852759747318395,19.0,293221,-0.2935019,0.16834304
293234,53.079393022754,-27.814722083377305,0.699889,2.5000691,17.791891,14.116127,6.8742991930397785,19.23,293234,1.6335735,1.2603947
293241,53.09335158838565,-27.8141143130664,4.3562407,10.859844,1.8989315,10.990082,5.597289217257808,21.99,293241,-0.91444975,0.17278592
293282,53.08218238453692,-27.811507271364256,2.523016,16.027288,1.4137179,4.529312,5.395872351890702,21.99,293282,0.74317634,0.3121264
293289,53.102274868833256,-27.810967091050536,1.8377594,10.835022,21.526522,20.490124,6.038201271829828,21.99,293289,1.9799261,1.0505804
294350,53.104016019179454,-27.89054804113048,9.8522215,13.48257,41.794044,52.743088,7.899184558733335,8.35,294350,0.087968335,0.792408
294816,53.13354793447097,-27.844984440575747,2.3490045,4.0591903,22.663994,28.26345,7.953631367496325,9.04,294816,0.35416704,0.80188346
295366,53.170179658185724,-27.789735739875706,0.4160882,2.463004,2.7603045,5.8882895,6.976808197505317,9.05,295366,1.108119,0.46877867
295532,53.200290215719015,-27.76412896237061,8.791478,8.021986,35.18262,31.635532,7.26714231734927,19.26,295532,0.015932659,1.1121236
296356,53.06017858697438,-27.865847462387944,3.7160032,9.343493,9.945286,14.187773,7.286854734849236,8.01,296356,0.6153406,0.70097584
296383,53.076846377235455,-27.864269529202502,1.9523993,5.5452886,19.727484,58.36319,7.986023349061208,12.19,296383,-0.044279505,0.33801243
297083,53.08548921905415,-27.808636866493455,4.4471483,5.0503817,23.35218,26.692316,7.96170159417531,9.28,297083,-0.007040627,0.8748653
297356,53.164147318456706,-27.784522950790173,5.0280604,6.854286,10.596886,15.909577,7.61017799144153,8.03,297356,-0.104796655,0.66606957
297463,53.14949182277891,-27.774750473728936,1.1925806,2.7150326,1.9450332,0.9007,7.166105361696596,8.39,297463,1.7290854,2.1594684
297474,53.136978282025446,-27.777528654266508,1.6547095,5.405292,2.2619462,7.5755234,8.647066095219804,10.62,297474,-0.027082354,0.29858613
